,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,decision,match
176,male,27.0,22.0,European,Asian,0,8.0,8.0,Business,33.33,11.11,11.11,11.11,11.11,22.22,8.0,7.0,6.0,7.0,7.0,5.0,7.0,1,0
177,male,27.0,25.0,European,European,1,8.0,8.0,Business,33.33,11.11,11.11,11.11,11.11,22.22,9.0,8.0,8.0,8.0,7.0,5.0,7.0,1,1
178,male,27.0,26.0,European,Other,0,8.0,8.0,Business,33.33,11.11,11.11,11.11,11.11,22.22,7.0,7.0,7.0,7.0,6.0,5.0,7.0,0,0
179,male,27.0,26.0,European,European,1,8.0,8.0,Business,33.33,11.11,11.11,11.11,11.11,22.22,6.0,6.0,6.0,6.0,6.0,5.0,7.0,0,0
180,male,28.0,21.0,European,Asian,0,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,7.0,7.0,8.0,8.0,8.0,9.0,6.5,1,1
181,male,28.0,24.0,European,European,1,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,8.0,6.0,9.0,9.0,8.0,7.0,8.0,1,1
182,male,28.0,25.0,European,European,1,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,1,0
183,male,28.0,23.0,European,European,1,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,7.0,7.0,7.0,10.0,9.0,10.0,8.0,1,1
184,male,28.0,21.0,European,European,1,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,5.0,9.0,9.0,9.0,9.0,6.0,7.0,1,1
185,male,28.0,23.0,European,Asian,0,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,1,1
186,male,28.0,22.0,European,Asian,0,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,9.0,7.0,9.0,9.0,9.0,10.0,9.0,1,1
187,male,28.0,25.0,European,European,1,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,8.0,7.0,8.0,10.0,8.0,10.0,8.0,1,1
188,male,28.0,26.0,European,Other,0,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,1,1
189,male,28.0,26.0,European,European,1,1.0,1.0,money,50.0,0.0,25.0,10.0,0.0,15.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,1,1
190,male,24.0,21.0,European,Asian,0,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0,0
191,male,24.0,24.0,European,European,1,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,7.0,9.0,7.0,6.0,0,0
192,male,24.0,25.0,European,European,1,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,5.0,8.0,6.0,5.0,0,0
193,male,24.0,23.0,European,European,1,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,0,0
194,male,24.0,21.0,European,European,1,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.0,10.0,5.0,4.0,0,0
195,male,24.0,23.0,European,Asian,0,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10.0,6.0,10.0,7.0,6.0,0,0
196,male,24.0,22.0,European,Asian,0,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,6.0,8.0,7.0,7.0,0,0
197,male,24.0,25.0,European,European,1,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,9.0,9.0,8.0,8.0,8.0,1,1
198,male,24.0,26.0,European,Other,0,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,0,0
199,male,24.0,26.0,European,European,1,1.0,1.0,Finance,100.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,0,0
200,female,21.0,25.0,Asian,Asian,1,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,6.0,8.0,7.0,9.0,5.0,7.0,9.0,0,0
201,female,21.0,30.0,Asian,Asian,1,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,5.0,8.0,7.0,5.0,9.0,5.0,7.0,0,0
203,female,21.0,24.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,5.0,8.0,8.0,4.0,9.0,3.0,6.0,0,0
204,female,21.0,24.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,7.0,7.0,8.0,5.0,7.0,2.0,6.0,0,0
205,female,21.0,28.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,6.0,8.0,8.0,6.0,8.0,4.0,5.0,0,0
206,female,21.0,26.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,6.0,8.0,8.0,6.0,8.0,5.0,8.0,0,0
207,female,21.0,30.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,4.0,7.0,7.0,4.0,7.0,3.0,5.0,0,0
208,female,21.0,22.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,7.0,7.0,7.0,5.0,6.0,3.0,6.0,0,0
209,female,21.0,25.0,Asian,Asian,1,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,1,0
211,female,21.0,23.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,7.0,4.0,6.0,4.0,4.0,2.0,2.0,0,0
212,female,21.0,21.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,5.0,8.0,8.0,5.0,8.0,2.0,6.0,0,0
213,female,21.0,28.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,6.0,8.0,7.0,7.0,7.0,2.0,6.0,0,0
214,female,21.0,28.0,Asian,European,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,6.0,8.0,7.0,6.0,8.0,2.0,6.0,0,0
215,female,21.0,23.0,Asian,Black,0,8.0,10.0,Operations Research,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,9.0,8.0,9.0,5.0,8.0,0,0
216,female,27.0,25.0,Black,Asian,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,5.0,7.0,7.0,6.0,7.0,5.0,6.0,0,0
217,female,27.0,30.0,Black,Asian,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,4.0,7.0,6.0,6.0,7.0,2.0,3.0,0,0
218,female,27.0,23.0,Black,Asian,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,5.0,6.0,6.0,5.0,6.0,3.0,3.0,0,0
219,female,27.0,24.0,Black,European,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,5.0,7.0,7.0,5.0,7.0,3.0,4.0,0,0
220,female,27.0,24.0,Black,European,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,1,1
221,female,27.0,28.0,Black,European,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,4.0,6.0,6.0,6.0,1,1
222,female,27.0,26.0,Black,European,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,1,0
225,female,27.0,25.0,Black,Asian,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,5.0,7.0,4.0,5.0,0,0
227,female,27.0,23.0,Black,European,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,0,0
228,female,27.0,21.0,Black,European,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,3.0,6.0,7.0,5.0,5.0,4.0,2.0,0,0
229,female,27.0,28.0,Black,European,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,1,0
230,female,27.0,28.0,Black,European,0,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,0,0
231,female,27.0,23.0,Black,Black,1,1.0,2.0,TC [Health Ed],20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1,0
232,female,21.0,25.0,Asian,Asian,1,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,5.0,7.0,6.0,6.0,6.0,7.0,8.0,1,0
233,female,21.0,30.0,Asian,Asian,1,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,0,0
234,female,21.0,23.0,Asian,Asian,1,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,6.0,6.0,7.0,6.0,6.0,6.0,6.5,1,0
235,female,21.0,24.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,1,1
236,female,21.0,24.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,7.0,7.0,7.0,6.0,6.0,9.0,9.0,1,1
237,female,21.0,28.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,1,1
238,female,21.0,26.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,1,0
239,female,21.0,30.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,0,0
240,female,21.0,22.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,6.0,6.0,6.0,8.0,6.0,5.0,6.0,0,0
241,female,21.0,25.0,Asian,Asian,1,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,1,0
243,female,21.0,23.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,7.0,6.0,5.0,4.0,4.0,4.0,6.0,0,0
244,female,21.0,21.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,0,0
246,female,21.0,28.0,Asian,European,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0,0
247,female,21.0,23.0,Asian,Black,0,9.0,6.0,Psychology,10.0,20.0,40.0,10.0,10.0,10.0,6.0,8.0,7.0,6.0,7.0,5.0,6.0,0,0
255,female,27.0,30.0,European,European,1,2.0,3.0,social work,10.0,20.0,20.0,15.0,20.0,15.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,0,0
264,female,25.0,25.0,European,Asian,0,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,7.0,8.0,9.0,6.0,8.0,5.0,6.0,0,0
265,female,25.0,30.0,European,Asian,0,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,5.0,8.0,8.0,6.0,8.0,5.0,7.0,0,0
266,female,25.0,23.0,European,Asian,0,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,6.0,7.0,8.0,7.0,9.0,7.0,7.0,0,0
267,female,25.0,24.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,4.0,5.0,10.0,4.0,10.0,4.0,4.0,0,0
268,female,25.0,24.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,6.0,7.0,9.0,7.0,9.0,3.0,5.0,0,0
269,female,25.0,28.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,6.0,8.0,7.0,5.0,8.0,7.0,7.0,0,0
270,female,25.0,26.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,6.0,10.0,6.0,8.0,0,0
271,female,25.0,30.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,3.0,8.0,9.0,8.0,10.0,5.0,8.0,0,0
273,female,25.0,25.0,European,Asian,0,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,0,0
275,female,25.0,23.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,6.0,5.0,8.0,7.0,10.0,8.0,6.0,0,0
276,female,25.0,21.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,5.0,4.0,7.0,5.0,9.0,7.0,5.0,0,0
277,female,25.0,28.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,7.0,8.0,9.0,7.0,8.0,5.0,7.0,0,0
278,female,25.0,28.0,European,European,1,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,5.0,8.0,8.0,6.0,9.0,6.0,6.0,0,0
279,female,25.0,23.0,European,Black,0,10.0,2.0,Social Work,20.0,20.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,0,0
280,female,23.0,25.0,European,Asian,0,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,0,0
281,female,23.0,30.0,European,Asian,0,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,0,0
282,female,23.0,23.0,European,Asian,0,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,2.0,5.0,5.0,3.0,7.0,3.0,3.0,0,0
283,female,23.0,24.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,2.0,6.0,7.0,1.0,7.0,2.0,2.0,0,0
284,female,23.0,24.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,3.0,8.0,7.0,6.0,6.0,4.0,5.0,0,0
285,female,23.0,28.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,6.0,1.0,4.0,3.0,2.0,0,0
286,female,23.0,26.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,7.0,4.0,5.0,6.0,5.0,4.0,6.0,0,0
287,female,23.0,30.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,3.0,7.0,6.0,4.0,6.0,2.0,2.0,0,0
289,female,23.0,25.0,European,Asian,0,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,5.0,8.0,8.0,7.0,7.0,6.0,5.0,0,0
291,female,23.0,23.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,0,0
292,female,23.0,21.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,2.0,7.0,6.0,4.0,4.0,4.0,5.0,0,0
293,female,23.0,28.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,6.0,8.0,8.0,6.0,7.0,5.0,6.0,0,0
294,female,23.0,28.0,European,European,1,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,2.0,8.0,7.0,2.0,7.0,2.0,3.0,0,0
295,female,23.0,23.0,European,Black,0,2.0,4.0,Social Work,20.0,20.0,20.0,15.0,15.0,10.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,0,0
298,female,22.0,23.0,Latino,Asian,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,1.0,4.0,6.0,2.0,6.0,1.0,2.0,0,0
299,female,22.0,24.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,1.0,6.0,7.0,6.0,4.0,3.0,2.0,0,0
300,female,22.0,24.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,0,0
301,female,22.0,28.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,3.0,6.0,6.0,4.0,5.0,1.0,1.0,0,0
302,female,22.0,26.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,8.0,7.0,6.0,6.0,4.0,4.0,6.0,1,1
303,female,22.0,30.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,0,0
307,female,22.0,23.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,1.0,2.0,6.0,1.0,6.0,2.0,2.0,0,0
308,female,22.0,21.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,1.0,3.0,7.0,1.0,4.0,2.0,1.0,0,0
309,female,22.0,28.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,6.0,4.0,8.0,3.0,8.0,2.0,3.0,0,0
310,female,22.0,28.0,Latino,European,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,2.0,4.0,7.0,3.0,6.0,2.0,1.0,0,0
311,female,22.0,23.0,Latino,Black,0,1.0,5.0,Speech Language Pathology,17.0,10.0,18.0,20.0,25.0,10.0,5.0,6.0,6.0,4.0,3.0,4.0,4.0,0,0
332,female,22.0,24.0,European,European,1,4.0,5.0,Social Work,20.0,22.0,18.0,15.0,15.0,10.0,8.0,6.0,7.0,3.0,7.0,2.0,6.0,1,1
333,female,22.0,28.0,European,European,1,4.0,5.0,Social Work,20.0,22.0,18.0,15.0,15.0,10.0,6.0,8.0,7.0,4.0,7.0,2.0,6.0,1,1
336,female,22.0,22.0,European,European,1,4.0,5.0,Social Work,20.0,22.0,18.0,15.0,15.0,10.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,1,0
337,female,22.0,25.0,European,Asian,0,4.0,5.0,Social Work,20.0,22.0,18.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,6.0,4.0,5.0,0,0
339,female,22.0,23.0,European,European,1,4.0,5.0,Social Work,20.0,22.0,18.0,15.0,15.0,10.0,6.0,7.0,7.0,4.0,6.0,6.0,6.0,1,0
340,female,22.0,21.0,European,European,1,4.0,5.0,Social Work,20.0,22.0,18.0,15.0,15.0,10.0,6.0,8.0,8.0,5.0,7.0,5.0,8.0,1,0
343,female,22.0,23.0,European,Black,0,4.0,5.0,Social Work,20.0,22.0,18.0,15.0,15.0,10.0,6.0,8.0,7.0,6.0,5.0,3.0,6.0,1,0
344,female,23.0,25.0,European,Asian,0,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,0,0
345,female,23.0,30.0,European,Asian,0,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,8.0,9.0,8.0,5.0,9.0,5.0,8.0,0,0
346,female,23.0,23.0,European,Asian,0,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,0,0
347,female,23.0,24.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,0,0
348,female,23.0,24.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,6.0,9.0,7.0,5.0,6.0,3.0,7.0,0,0
349,female,23.0,28.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,4.0,5.0,5.0,2.0,6.0,5.0,4.0,0,0
350,female,23.0,26.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,8.0,7.0,7.0,7.0,5.0,5.0,7.0,0,0
351,female,23.0,30.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,5.0,5.0,5.0,7.0,7.0,6.0,8.0,0,0
353,female,23.0,25.0,European,Asian,0,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,1,1
355,female,23.0,23.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,0,0
356,female,23.0,21.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,3.0,7.0,8.0,6.0,7.0,5.0,7.0,0,0
357,female,23.0,28.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,7.0,7.0,8.0,7.0,9.0,7.0,9.0,1,0
358,female,23.0,28.0,European,European,1,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,3.0,5.0,8.0,4.0,7.0,6.0,6.0,0,0
359,female,23.0,23.0,European,Black,0,2.0,4.0,Law,10.0,20.0,20.0,20.0,20.0,10.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,1,1
360,female,24.0,25.0,European,Asian,0,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,0,0
363,female,24.0,24.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,0,0
364,female,24.0,24.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,4.0,6.0,7.0,5.0,8.0,5.0,5.0,0,0
365,female,24.0,28.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,4.0,5.0,7.0,3.0,6.0,4.0,5.0,0,0
366,female,24.0,26.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,9.0,6.0,7.0,7.0,6.0,5.0,7.0,0,0
367,female,24.0,30.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,2.0,3.0,4.0,2.0,6.0,2.0,4.0,0,0
369,female,24.0,25.0,European,Asian,0,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,6.0,7.0,5.0,7.0,1,1
370,female,24.0,27.0,European,Black,0,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,8.0,8.0,9.0,1,1
371,female,24.0,23.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,0,0
372,female,24.0,21.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,3.0,8.0,8.0,5.0,5.0,5.0,6.0,0,0
373,female,24.0,28.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,6.5,0,0
374,female,24.0,28.0,European,European,1,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,0,0
375,female,24.0,23.0,European,Black,0,4.0,8.0,law,35.0,10.0,20.0,20.0,10.0,5.0,9.0,8.0,7.0,10.0,9.0,8.0,8.5,1,1
379,female,27.0,24.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,5.0,7.0,7.0,6.0,9.0,5.0,5.0,0,0
380,female,27.0,24.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,5.0,7.0,9.0,5.0,4.0,6.0,6.0,0,0
381,female,27.0,28.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,8.0,8.0,9.0,5.0,9.0,6.0,8.0,0,0
383,female,27.0,30.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,7.0,9.0,8.0,7.0,8.0,8.0,6.0,0,0
384,female,27.0,22.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,7.0,8.0,7.0,9.0,6.0,4.0,7.0,0,0
385,female,27.0,25.0,Asian,Asian,1,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,6.0,8.0,9.0,9.0,6.0,6.0,7.0,0,0
387,female,27.0,23.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,5.0,6.0,7.0,6.0,7.0,5.0,5.0,0,0
388,female,27.0,21.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,4.0,7.0,6.0,6.0,9.0,4.0,5.0,0,0
389,female,27.0,28.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,7.0,6.0,9.0,8.0,9.0,9.0,7.0,0,0
390,female,27.0,28.0,Asian,European,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,7.0,6.0,9.0,8.0,9.0,9.0,7.0,0,0
391,female,27.0,23.0,Asian,Black,0,1.0,1.0,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,8.0,8.0,7.0,9.0,7.0,5.0,7.0,0,0
392,female,30.0,25.0,European,Asian,0,4.0,8.0,Educational Psychology,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,7.0,10.0,7.0,4.0,8.0,1,0
393,female,30.0,30.0,European,Asian,0,4.0,8.0,Educational Psychology,30.0,20.0,30.0,10.0,0.0,10.0,2.0,6.0,7.0,4.0,6.0,2.0,5.0,0,0
394,female,30.0,23.0,European,Asian,0,4.0,8.0,Educational Psychology,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,6.0,6.0,5.0,5.0,0,0
395,female,30.0,24.0,European,European,1,4.0,8.0,Educational Psychology,30.0,20.0,30.0,10.0,0.0,10.0,5.0,7.0,7.0,5.0,7.0,5.0,6.0,1,0
396,female,30.0,24.0,European,European,1,4.0,8.0,Educational Psychology,30.0,20.0,30.0,10.0,0.0,10.0,5.0,6.0,6.0,2.0,5.0,7.0,4.0,0,0
397,female,30.0,28.0,European,European,1,4.0,8.0,Educational Psychology,30.0,20.0,30.0,10.0,0.0,10.0,6.0,6.0,7.0,3.0,7.0,3.0,5.0,0,0
